  2483  26 198652 1 3.6875  3.7188  4.6265  3.4040  0 0 0 0 1 0 0 0  6 2  7  25.47   0 0.8220 0.0593 0.0593 0.0593
  2483  26 198706 1 3.0938  3.4063  4.5045  3.2478  1 0 0 0 1 0 0 0  6 2  7  25.18   0 0.8665 0.0445 0.0445 0.0445
  2707   3 198643 1 3.4063  4.3392  4.1633  3.5272  0 0 0 0 1 0 0 0  3 2 11   9.38   1 0.2500 0.2500 0.2500 0.2500
  2707  26 198626 1 2.9375  3.4526  4.1782  3.5275  0 0 0 0 1 0 0 0  3 2 11   7.34   1 0.4375 0.1875 0.1875 0.1875
  2707  26 198632 1 3.6875  3.7188  4.3817  2.9057  0 0 0 0 1 0 0 0  3 2 11  16.76   1 0.5781 0.1406 0.1406 0.1406
  2707  26 198639 1 3.6875  3.4276  4.0067  3.2478  0 0 0 0 0 0 0 0  3 2 11  22.11   1 0.6836 0.1055 0.1055 0.1055
  2707  26 198712 1 2.7813  2.9688  4.5045  3.4606  0 0 0 0 1 0 0 0  3 2 11  21.59   1 0.7627 0.0791 0.0791 0.0791
  2707  26 198727 1 2.4688  3.0938  4.2336  3.3770  0 0 0 0 1 0 0 0  3 2 11  19.88   1 0.8220 0.0593 0.0593 0.0593
  2707  26 198749 1 3.0938  3.1837  5.6513  3.9375  0 0 0 0 1 0 0 0  3 2 11   8.41   1 0.8665 0.0445 0.0445 0.0445
  2707  26 198803 1 3.3750  2.7813  3.0938  3.4063  0 0 0 0 0 1 0 0  3 2 11  12.50   1 0.8999 0.0334 0.0334 0.0334
  2707  26 198813 1 3.0938  3.3750  3.9732  3.5253  0 0 0 0 0 0 0 0  3 2 11  12.21   1 0.9249 0.0250 0.0250 0.0250
  2707  43 198823 1 3.1786  4.9016  4.9241  3.2425  1 0 0 0 0 0 0 0  3 2 11  15.40   1 0.9437 0.0188 0.0188 0.0188
  2707  43 198827 1 3.0938  4.9016  4.9241  3.0918  1 0 0 0 1 0 0 0  3 2 11   9.78   1 0.9578 0.0141 0.0141 0.0141
  2780   3 198734 2 4.8234  2.7813  2.9688  3.0908  0 0 0 0 1 0 0 0 10 5 12  50.23   1 0.2500 0.2500 0.2500 0.2500
  2780   3 198802 3 4.9721  3.9645  3.0938  3.4613  0 0 0 0 1 0 0 0 10 5 12  65.65   1 0.1875 0.4375 0.1875 0.1875
  2780   3 198805 1 3.6875  3.9645  4.0864  3.4301  0 0 0 0 0 0 0 0 10 5 12  73.19   1 0.1406 0.3281 0.3906 0.1406
  2780   3 198809 2 4.9179  2.7500  4.0248  3.4301  0 0 0 0 0 1 0 0 10 5 12  94.41   1 0.3555 0.2461 0.2930 0.1055
  2780   3 198818 2 4.9030  3.4063  3.7769  3.4301  0 0 0 0 0 1 0 0 10 5 12  65.72   1 0.2666 0.4346 0.2197 0.0791
  2780   7 198643 1 3.6875  3.8380  4.0444  3.5719  0 0 0 0 1 0 0 0 10 5 12  45.77   1 0.2000 0.5759 0.1648 0.0593
  2780  26 198628 2 4.8439  3.4063  4.4330  3.0938  0 0 0 0 0 1 0 0 10 5 12  54.98   1 0.4000 0.4319 0.1236 0.0445
  2780  26 198634 3 4.7291  3.7422  3.0938  3.1939  0 0 0 0 0 0 0 0 10 5 12  27.15   1 0.3000 0.5740 0.0927 0.0334
  2780  26 198638 1 3.6875  3.6406  4.4330  3.2582  0 0 0 0 1 0 0 0 10 5 12  62.34   1 0.2250 0.4305 0.3195 0.0250
  2780  26 198649 3 4.9444  3.4123  2.7813  3.9018  0 0 0 0 0 0 1 0 10 5 12  67.50   1 0.4187 0.3229 0.2396 0.0188
  2780  26 198727 1 2.4688  3.0938  4.2336  3.3770  0 0 0 0 1 0 0 0 10 5 12  45.43   1 0.3141 0.2421 0.4297 0.0141
  2780  26 198829 1 5.3214  3.6563  4.1138  3.1563  0 0 0 0 0 0 0 0 10 5 12  71.23   1 0.4855 0.1816 0.3223 0.0106
  2806   3 198701 3 5.0853  3.3764  2.7813  3.2646  0 0 0 0 0 0 1 0  8 4 28  37.08   1 0.2500 0.2500 0.2500 0.2500
  2806   4 198642 4 5.1563  3.7372  3.5193  4.4643  0 0 0 0 0 0 0 0  8 4 28  66.80   1 0.1875 0.1875 0.4375 0.1875
  2806   4 198706 3 4.5043  3.3679  2.4688  3.1767  0 1 0 0 0 1 0 1  8 4 28  50.93   1 0.1406 0.1406 0.3281 0.3906
  2806   4 198720 3 4.6370  3.4673  2.7500  3.0725  0 0 0 0 0 0 0 0  8 4 28  15.64   1 0.1055 0.1055 0.4961 0.2930
  2806   4 198725 3 4.7675  3.4673  3.0938  3.1384  0 0 0 0 0 0 0 0  8 4 28  56.97   1 0.0791 0.0791 0.6221 0.2197
  2806   4 198740 3 4.6489  3.4673  3.4063  3.1384  0 0 0 0 0 0 0 0  8 4 28  55.86   1 0.0593 0.0593 0.7166 0.1648
  2806   4 198744 3 4.7508  3.4673  3.4063  3.1384  0 0 0 0 1 0 0 0  8 4 28  44.30   1 0.0445 0.0445 0.7874 0.1236
  2806   4 198746 1 5.3214  3.4673  3.8054  3.1384  0 0 0 0 1 0 0 0  8 4 28  92.11   1 0.0334 0.0334 0.8406 0.0927
  2806   4 198746 3 4.7823  3.4673  3.4063  3.1384  0 0 0 0 1 0 0 0  8 4 28  92.11   1 0.2750 0.0250 0.6304 0.0695
  2806   4 198750 3 4.3191  3.4673  3.4063  3.1384  0 0 0 0 0 0 0 0  8 4 28  22.30   1 0.2063 0.0188 0.7228 0.0521
  2806   4 198752 3 4.9076  3.4673  2.4063  3.1384  0 0 0 0 0 0 1 0  8 4 28  63.18   1 0.1547 0.0141 0.7921 0.0391
  2806   4 198816 3 4.7955  3.6236  3.4063  3.1384  0 0 0 0 0 0 0 0  8 4 28  53.82   1 0.1160 0.0106 0.8441 0.0293
  2806   4 198822 3 4.9875  3.6236  3.4063  3.5194  0 0 0 0 1 0 0 0  8 4 28  65.99   1 0.0870 0.0079 0.8831 0.0220
  2806   4 198822 3 4.9875  3.6236  3.4063  3.5194  0 0 0 0 1 0 0 0  8 4 28  65.99   1 0.0653 0.0059 0.9123 0.0165
  2806   7 198628 3 4.9632  4.2772  3.4063  3.5748  0 0 0 0 0 1 0 0  8 4 28  77.16   1 0.0489 0.0045 0.9342 0.0124
  2806   7 198632 3 5.0154  4.1953  3.4063  3.4817  0 0 0 0 0 0 0 0  8 4 28  58.73   1 0.0367 0.0033 0.9507 0.0093
  2806   7 198632 4 5.0154  4.1953  4.0705  3.9286  0 0 0 0 0 0 0 0  8 4 28  58.73   1 0.0275 0.0025 0.9630 0.0070
  2806   7 198708 3 4.5422  3.3111  2.7813  3.1304  0 0 0 0 0 0 0 0  8 4 28  33.42   1 0.0207 0.0019 0.7223 0.2552
  2806   7 198711 3 4.4922  3.3156  2.7813  3.1304  1 0 0 0 1 0 0 0  8 4 28  39.79   1 0.0155 0.0014 0.7917 0.1914
  2806   7 198718 1 3.3750  3.4673  3.6508  3.3429  0 0 0 0 0 0 0 0  8 4 28  24.41   1 0.0116 0.0011 0.8438 0.1436
  2806   7 198826 3 5.2233  3.6451  3.3438  3.5194  0 0 0 0 0 0 0 0  8 4 28 127.29   1 0.2587 0.0008 0.6328 0.1077
  2806   7 198827 1 3.6875  3.6451  3.5703  3.5194  0 0 0 0 0 0 0 0  8 4 28  68.37   1 0.1940 0.0006 0.7246 0.0808
  2806  16 198652 1 3.6875  3.7188  3.4396  3.4040  0 0 0 0 1 0 0 0  8 4 28  48.23   1 0.3955 0.0004 0.5435 0.0606
  2806  16 198736 3 4.6726  3.0938  3.0938  3.7143  0 0 0 0 1 0 0 0  8 4 28  38.01   1 0.5466 0.0003 0.4076 0.0454
  2806  16 198830 3 5.1572  3.6563  2.4688  3.3415  0 0 0 0 0 0 1 0  8 4 28  13.77   1 0.4100 0.0003 0.5557 0.0341
  2806  29 198650 1 3.0938  3.4063  4.3319  3.4040  0 0 0 0 1 0 0 0  8 4 28  24.64   1 0.3075 0.0002 0.6668 0.0256
  2806  29 198731 3 4.6251  3.0938  3.0938  3.3527  0 0 0 0 1 0 0 0  8 4 28  19.48   1 0.4806 0.0001 0.5001 0.0192
  2806  43 198646 1 3.4063  4.1890  4.9665  3.1878  0 0 0 0 0 0 0 0  8 4 28  16.31   1 0.3605 0.0001 0.6251 0.0144
  3259   3 198644 1 4.9643  4.2445  3.9231  3.4959  0 0 0 0 0 0 0 0  7 3 25  51.91   1 0.2500 0.2500 0.2500 0.2500
  3259   7 198627 1 3.6875  3.7229  4.1245  3.5236  0 0 0 0 1 0 0 0  7 3 25  41.52   1 0.4375 0.1875 0.1875 0.1875
  3259   7 198633 1 4.9643  4.1953  4.0705  3.5748  0 0 0 0 1 0 0 0  7 3 25  36.94   1 0.5781 0.1406 0.1406 0.1406
  3259  26 198629 1 5.2143  3.4063  4.4330  3.0938  0 0 0 0 0 0 0 0  7 3 25  14.02   1 0.6836 0.1055 0.1055 0.1055
  3259  26 198639 1 5.2143  3.4276  4.0067  3.2478  0 0 0 0 0 0 0 0  7 3 25  46.95   1 0.7627 0.0791 0.0791 0.0791
  3259  26 198647 2 4.8320  3.4063  4.1674  3.4040  0 0 0 0 0 0 0 0  7 3 25  46.50   1 0.8220 0.0593 0.0593 0.0593
  3259  26 198704 2 4.8223  3.4063  4.1138  3.4040  0 0 0 0 0 0 0 0  7 3 25  59.50   1 0.6165 0.2945 0.0445 0.0445
  3259  26 198708 1 3.7250  1.9167  2.4587  2.1071  0 0 0 0 0 0 0 0  7 3 25  36.45   1 0.4624 0.4709 0.0334 0.0334
